	X1004V4	X1055V4	X1075V6	X1107V4	C132V8	C161V8	C220V8	C532V8	K003V4	K014V2	Z002	Z003	Z007	Z008	Z010	Z011	Z015	Z017	Z018	Z020
C05554	-0.525858686	-0.337223303	-0.984181239	-0.50903149	-1.042520891	-0.596321552	1.113718921	-1.216165231	-0.406041516	-0.218629382	0.596359226	0.660775866	1.645734716	-0.090339461	-0.233372246	0.994568507	-0.03048111	-0.293864027	0.302909679	-0.876477386
C05570	0.574754019	0.993517893	-1.142355577	0.943189202	0.584580582	0.550208656	1.0924485	-0.664209502	-0.115659373	-0.546753689	1.15060452	-0.441586723	0.327883666	0.645241122	-0.532330697	-1.337388493	1.142621983	-0.52414227	-0.186881762	0.565859969
C05575	0.190681001	0.171669485	0.147330675	0.151097806	0.25535702	0.046983695	0.020831873	-0.254726769	0.02364409	0.258433419	-0.243248091	-0.017574586	-0.334442592	0.054235278	-0.019293151	0.25567871	-0.15161541	0.245462918	-0.135196675	-0.049610231
C05589	-0.635218744	-0.538638348	-0.338814156	-0.487350795	-0.820244077	-0.290095825	0.912196583	-0.809709802	0.684885332	0.220126637	-0.492810327	-0.009453167	1.242838706	0.739231503	-1.377036441	-0.318355791	-0.412104832	-1.176692015	-0.506264853	0.383303151
C05595	0.137477881	-0.784135089	-0.012214032	-5.118888171	-0.728860986	0.538206294	1.272629404	-0.276050426	-0.619811437	0.210912288	-0.367137826	1.100653796	0.653893833	0.656937962	-0.489418713	-0.572818769	-0.265372483	1.172050342	-0.398550773	0.66269071
C05635	-1.093894773	-0.572504456	-0.46712512	-0.023025094	-1.047893988	-1.441335094	1.061008493	-0.455610316	-0.639469135	-0.287575849	-0.298751975	0.77403262	1.275178646	-0.429865834	0.101953182	-0.188361296	-0.016449273	-0.228927691	0.891879492	-0.469885255
C05640	-0.490694172	-0.826338431	-2.451076711	-0.212282392	0.255485643	-0.298950408	0.933114695	-0.067847941	-0.045344647	0.234726559	-0.232422863	0.3710767	-0.109552801	0.541295147	0.144606058	-0.383133253	-0.640202704	-0.732755471	0.312234632	-0.567953884
C05643	-1.079297316	-0.535171589	-0.419149505	-1.742718652	-0.71291528	-0.150988847	1.398058135	-0.666272092	-1.178634521	-0.02421294	0.390506051	0.311908802	-2.55904968	0.369548049	-0.097169277	-1.03556698	0.331175842	-0.120126753	0.40530159	-0.41021892
C05659	-0.320915452	-0.146570334	-0.055361122	-0.703736842	-0.328817167	-0.039252522	0.563857042	-0.352744445	-0.217124608	0.25837002	-0.422616409	-0.446178319	-0.754101606	-0.151075557	-0.232313391	0.420116911	-0.119807294	0.315250982	0.042792909	-0.027312947
C05688	0.451134221	0.030295	0.50312751	0.99140526	0.503274833	0.151834751	-1.029102012	0.760573729	-0.054136798	0.564449298	-0.376271915	-0.521672292	-2.318891206	0.05100206	-0.097435769	0.354928498	0.076578103	0.342992454	-0.610020495	-0.310133339
C05789	-1.00544397	-0.967888218	-0.547666819	-0.856409262	-0.074967562	0.019569091	1.382113157	-1.354021504	-0.829368477	0.165752205	0.583647689	1.392092479	1.698530706	0.76595388	-0.279847285	-0.079885628	-0.246878966	-0.67539214	0.352944301	-0.330976788
C05791	-0.164167494	-0.318806444	-0.584185787	-0.1718454	-0.669717272	-0.97774443	0.994875995	-0.603289058	-0.68596022	-0.363412687	0.210820771	0.58807597	0.700845614	0.477898409	0.160505254	0.348283293	-0.616456811	-0.820148237	0.295290901	-0.387966622
C05793	-1.372837575	-0.318286394	-0.209613012	-0.842672252	-0.698215783	-0.30983961	1.404091965	-0.531169691	0.369210568	-0.013696149	0.828084612	1.199549287	2.4978799	0.335944306	-0.347920426	-0.868086409	0.077961218	-0.718951783	0.228654071	0.017384289
C05795	-0.490130027	-0.435278865	-0.0105788	-1.30492131	-0.432058938	-0.213411864	1.137143912	0.208040488	-1.157092899	0.041752729	-0.309105301	-0.236133032	-0.88524952	-0.369976466	0.684217373	0.501360713	0.014804354	0.110943719	-0.251312824	-0.518054464
C05828	-0.197836009	-5.232280312	0.273511875	-0.076183365	-0.3515852	-0.427898667	1.72571226	-0.712951911	0.125373969	0.46878457	-0.03566422	0.100942389	0.288597568	-0.034153437	0.131158054	-0.858802532	-0.045206009	-0.723627191	-4.110962209	0.657546735
C05841	-0.433315789	-0.051198595	-0.865002226	-0.28280733	-1.153022487	-0.256985749	0.812997655	-2.136069921	0.00657949	0.427967579	-0.077106829	-0.174945645	-0.608181091	0.038280292	-0.115260702	0.351805341	0.181604819	0.313518507	-0.202323948	-0.090609378
C05843	0.241056036	-0.045757394	0.150260579	0.452140466	-0.024247774	0.069925684	-0.130283687	-0.216577246	0.040902572	0.116000935	0.047907209	-0.516031963	-0.37749595	1.069438021	-0.149265462	0.104333709	-0.18762274	0.308369931	0.18915373	0.259355654
C05853	-1.353373271	0.377844688	-0.342259189	-0.080300046	-0.190301153	0.424729973	0.974949675	-1.270068474	0.014506898	0.871377698	-1.627208014	0.173693604	-0.486634984	0.374155372	0.70395963	1.03616408	-2.077656195	1.043489808	0.333457315	0.001052001
C05901	0.096364001	-0.060047961	0.081321515	0.233843778	0.207283057	-0.050090073	-0.233711964	0.175009769	-0.110989522	0.052158398	-0.855280037	0.239392372	-0.336214837	-0.298887507	0.064693053	0.167246911	-0.084810599	0.340829944	-0.545237394	-0.204787578
C05904	1.218389916	-0.151461638	-0.024341659	1.033833108	-0.378616988	-0.455260237	-0.465908926	-0.20608834	0.962958958	-0.325794425	-0.282400593	-0.545971662	-0.419860995	-0.317618383	0.00995624	0.258435648	-0.01321233	0.301765832	-0.42048152	-0.263759563
C05923	-0.384436702	0.133200973	0.292799439	-0.149480777	0.116497846	-0.305515609	-1.116685318	-0.801637386	-0.709470824	0.466442159	-0.261580939	-1.085699554	-0.275529984	-0.578136618	-0.232712946	0.289888264	-0.034687168	-0.168848067	-0.148529511	-0.508144227
C05926	-1.333096174	0.235403668	-0.23525791	-1.985248461	-1.116748334	1.016112038	1.943581317	0.846314843	0.034404259	-0.229890258	0.697843864	-2.961022883	-1.003865262	-0.051796852	0.435230467	1.266326064	-0.57228553	0.720881456	-1.356625504	0.28783221
C05951	-0.831731139	-0.367245841	0.038261487	-1.411769882	-0.548347457	-0.477452642	1.662506373	-1.094595144	-2.638348089	0.041714852	1.238771253	1.631983639	2.592391814	0.320458682	-0.518017398	-0.407565511	0.220918578	-0.841890137	0.412222297	-0.212886372
C05956	0.204866074	0.485618204	0.242838948	0.125639418	-0.257897507	-0.308412755	-0.059121252	-0.11774056	-0.898807216	-0.336829334	-0.123102948	-0.106116129	-0.635796825	-0.001295899	0.027316421	0.2517424	0.157224493	0.180161153	-0.202551001	0.086423198
C05961	-0.443673653	-0.229352185	-1.140036699	-0.170471576	-0.542208072	0.335663142	1.002467798	-0.901599869	0.170669091	-0.155358037	0.215137585	1.790480427	2.515278938	0.106389924	-0.273176768	-1.123487624	-0.125457664	-0.874852892	-0.152607416	0.051596084
C05962	0.139338512	0.31373341	0.004076515	-0.057491012	-0.182295011	-0.212259074	-0.111322271	-0.360437888	0.0203281	0.518054538	-0.273626535	-0.063052446	-0.251752241	0.057849769	-0.047181123	0.186301773	-0.084674943	0.258722746	0.063289724	-0.040107301
C05983	0.193462293	-0.208172915	0.377166554	0.412449627	0.200131904	-0.025670718	0.046136775	0.312219907	-1.271924976	0.167592411	0.679768001	-0.249841714	-0.873274448	-0.971095	-0.344957885	-1.479091141	0.402704364	0.835165158	-0.556564444	0.893391715
C06082	0.219511104	0.145118972	-0.024350974	-0.12486982	-0.021547329	-0.031007928	-0.325470049	0.238283782	-0.223342532	-0.034822487	-0.53297676	0.062122518	-0.374676231	-0.083052916	0.033786319	0.253174818	0.00668149	0.345761964	-0.157567257	-0.042463144
C06098	-0.024379296	0.182717645	0.127163434	-0.165388223	0.231086385	0.157927328	-0.054133976	0.110558906	0.120871314	-0.069833904	-0.124122992	-0.467693943	-0.367512272	-0.008052358	-0.29834512	0.175727314	0.169718782	0.278879514	0.069785556	0.004569635
C06171	0.017524745	-0.360125664	-0.20546925	0.39103864	-0.419487191	-0.223213939	0.513988314	-0.375373524	-0.358555135	-0.250928913	0.690311854	0.724927008	1.354191741	0.160877517	-0.307601025	-0.309405108	0.336062757	-0.337132827	0.398539915	-0.062633457
C06184	0.713590041	-0.71515167	0.142670036	0.190200153	-1.268683264	0.034339859	0.795617794	0.062402286	0.022353775	-0.718867673	-0.424273889	0.363658843	-0.733424652	-0.274284704	-0.671800877	0.388593717	-0.359374925	0.378078885	-0.330552833	0.22208545
C06193	-1.9828841	0.329724075	-0.041613246	-1.504189784	0.090791481	-0.206522471	0.930982106	-0.210856484	0.08590395	0.448192892	0.813859631	-0.304315522	0.75558382	-2.367398752	0.309272043	-1.465177688	0.471836066	0.851173222	-2.397962003	1.547175895
C06387	0.229226062	0.787863802	-1.292360162	1.015664762	0.413707909	0.05916703	-0.063064325	-0.322675831	0.752795288	0.50054107	-1.075909496	-0.881209882	-0.565543396	0.182744755	1.424241556	-0.490736478	0.486790236	-0.704351632	-0.892198532	0.658179243
C06416	0.688951669	0.191572527	0.914942818	0.180221164	0.803447296	1.025944992	-0.351653576	0.655064915	0.464222319	0.210070087	-0.179760316	-0.114104344	0.330863792	0.20305783	0.254233311	0.79113172	-1.233378654	0.209187704	-0.219208172	0.168136202
C06424	0.023929835	0.030455347	0.159520716	0.166055891	0.139513729	0.05927808	-0.087938038	0.119936705	-0.062391822	0.031091299	-0.005237826	0.074176194	-0.211128971	-0.352783197	-0.110937096	-0.115270957	0.052257577	0.294820778	-0.129541588	0.080096903
C06426	-0.107375853	0.592598859	-0.012498724	0.404464744	0.145240016	0.369313026	-0.215881313	0.217414247	0.568724266	0.462575004	0.524400627	0.308951056	-0.424369718	-0.497240386	-0.451397374	-0.389231809	0.95942076	0.431053503	-0.276783072	0.372764281
C06427	0.33025874	-0.620540318	0.268841023	0.238765405	0.113952309	0.044142997	-0.50387739	0.313034911	0.053083742	-0.191043921	0.361585479	0.214048556	-0.288119494	-0.338020332	-0.306627665	-0.264057534	0.659481325	0.297662644	-0.187054174	0.25774698
C06429	0.067014689	0.699207261	0.463702098	-0.86071607	-0.03703073	0.571106219	-0.703717139	0.603286427	0.909918251	-0.528823948	-0.135832962	-0.222419405	-1.54236922	-0.171392093	-0.109206871	0.157314113	0.544881066	-0.242566468	-0.647191153	-0.099512032
C06503	-0.392456719	-0.477900641	-0.747264195	-0.515632857	-0.342191041	-0.298447312	0.976593127	-0.856732045	-0.465912565	-0.174036296	-0.334547126	0.348000685	-0.080250552	0.682616052	-0.867531521	0.699064857	0.330688254	-0.19713285	0.417031625	-0.082286465
C06539	0.325944873	1.001409784	0.382757038	-1.641055984	0.733794832	1.178163459	-0.852065866	0.467056984	0.353345918	-0.534247425	0.793744689	0.850578951	1.810337393	0.524363921	0.07756669	-0.007374657	-1.018854859	-1.355758865	0.276101473	-0.47129006
C06572	-0.120101345	0.671496687	-0.468117063	0.258057783	0.016283661	0.319442708	1.130449067	0.027079876	-0.346737079	-0.479834072	0.550009623	0.913583506	3.212377274	-0.049416663	-0.025299109	-0.032693087	-0.029336807	-0.843179141	0.494016022	-0.521361406
C06573	-0.212550552	-0.286856223	0.217213413	0.941533075	0.208550437	0.392535196	-0.363999173	0.492472696	-0.049497264	0.724018694	0.518456239	0.832620208	1.388816262	0.387822004	0.106018448	-0.727781523	0.740308873	-0.451697781	-0.116744994	0.337089621
C06577	-0.677949999	1.207540244	-0.013121058	-0.168452968	0.107719937	-0.449050124	-0.406546512	-0.372531345	-0.44745161	0.134884713	-0.547913351	-0.562841814	0.457438154	-0.289068787	-0.372283111	-0.077376395	-0.393163638	-0.270575216	-0.415224087	-0.14073911
C06604	-0.845062925	0.208591808	0.465901504	0.162077359	0.230183451	-0.95086889	0.945324346	0.302129782	0.759168883	0.119488703	-0.35448179	-0.553767635	-1.829624607	0.300878745	-0.147121358	0.388167156	0.058410514	0.381033848	-0.277643333	0.047842112
C06606	0.634154753	0.607402097	-0.655539398	-0.030504649	-0.229560887	0.543103978	1.023692614	-1.817050557	0.399112607	0.31728249	-0.089298526	-0.399906211	0.108790034	-0.797217492	0.971449263	-1.465207784	-0.668794117	-1.236071674	-0.262771712	-0.504900955
C06688	0.291754792	0.327564301	0.284137534	0.201924291	0.260368758	0.439166565	-0.233805948	0.313431813	0.323565515	0.236788381	0.605500748	2.001316007	1.463961805	0.005898813	-0.240310557	-1.075739581	-0.534057011	-0.475472024	-0.576346131	0.10975208
C06694	-0.067914713	-0.30116511	-0.013270764	-0.353507374	-0.460002454	0.773487675	0.294791947	0.192469015	0.390613328	0.047640719	0.446909428	-1.164611425	1.76468782	-0.08325683	-0.024862296	-0.485254607	0.15455334	-0.819642692	0.244496494	-1.208139728
C06810	0.337393465	0.243808326	0.215805336	1.136697471	0.40819758	1.018175434	-0.96905786	-0.588981018	-0.903875077	0.084740733	0.450331133	-0.370768062	1.574661286	-0.182345905	0.63287795	0.20801959	0.343833943	-0.819367722	-0.247979324	0.243767226
C06820	-0.334176848	0.171028187	-0.751964387	-0.422032104	-0.334658899	-0.147617257	0.801433081	-0.54988752	-0.088105451	-0.354946163	0.413158521	0.580547474	0.832522037	-0.144528116	0.177760665	-0.365427496	0.477432945	-0.512278878	-0.038479783	0.379177023
C06824	0.562174116	-0.099908463	0.345178176	0.213354265	-0.162543273	0.08153239	-0.144753486	0.486260901	-0.111055091	0.371491394	0.935798169	0.549358373	2.038784073	-0.411039391	-0.419317379	-0.042420112	0.052229572	-0.610836712	0.428698329	0.027509264
C06825	-0.540320199	-1.063801227	0.278656713	0.603761562	-0.302395004	-0.022735162	0.105647386	0.31426409	-0.618883424	-0.185950699	-0.414603284	-0.152538876	-0.83041548	-0.403574529	-0.444115495	0.603229345	-0.095749708	0.416333702	-0.514215198	-0.163503983
C06832	-0.184847445	-0.089040902	-0.27033592	1.073522265	-0.269852456	-0.251403744	0.490870752	-0.698678941	-0.121354985	-0.077977	-0.39460919	-0.360310762	-0.553470846	0.299020261	-0.158365314	0.858210282	0.062519353	0.154447544	-0.46995357	-0.012554433
C06838	-0.165340844	-0.125570283	-0.449922855	0.247009311	0.157418008	-0.216694023	-0.369951913	-0.163115053	0.339241305	0.075367823	-0.362140311	-0.205502671	0.566165037	0.379228237	0.250748481	0.865601511	0.411988815	0.478202705	-0.177818246	-0.001474079
C06843	-0.498301102	-0.197116515	0.204643408	-1.860168973	-0.092826946	-0.387844986	0.043713892	0.475647111	-1.892224924	-0.850120903	0.648255066	0.624368747	1.013473776	0.602110577	-0.465189224	-0.154651326	0.182322359	-0.635638459	0.811666712	-1.548896259
C06848	0.711327115	0.675826139	-0.062338603	0.70496861	0.921805188	0.050734899	-0.494682755	-0.5237343	-0.788692352	0.157287711	-0.925537106	-1.551315276	-1.555171033	-0.600703237	-0.48101031	0.978192972	0.790884231	0.744019815	-0.995718	0.036626148
C06863	-0.226277807	0.007447388	-1.06706385	-0.113608412	0.144039765	-0.55485855	0.682520189	-1.546968599	-0.052791963	-0.64198099	0.015788832	-2.353432517	0.627148812	-0.230206262	-1.035283457	-0.789499049	0.602480168	0.005870066	0.527414269	0.34450254
C06867	0.028830748	-0.268949832	-0.158238382	0.189444792	-0.137542772	-0.309966292	0.614340423	-0.437411932	-0.412469569	-0.380062553	-0.545923923	-1.501609888	-0.593070031	-0.529497224	-0.193510449	0.02395458	-0.375831781	0.444243377	-0.833409319	0.427132128
C06879	-0.320908869	0.531623491	0.470309368	-0.517277583	0.499454941	0.573087348	0.350261672	0.510976399	-1.270236407	0.4161177	-0.6684086	0.051080992	0.442016672	-0.280671257	0.474157507	-0.871432607	-0.695628561	0.474593792	-1.859468015	-0.199218815
C06912	0.288786876	0.00183706	0.094482063	0.157023976	0.191281852	0.205587561	-0.196047328	0.06575608	-0.007376039	0.128172071	0.033211108	0.50472588	0.896423085	-0.049497976	-0.16901919	-0.215430052	-0.124837425	-0.084716664	0.067248709	0.168849586
C06913	-0.680560639	-0.32440885	-0.28704156	-0.394510036	-0.654793547	-0.566355689	1.727034372	-1.023039495	-0.553117791	-0.240252306	-0.845952988	-0.67696235	1.992853794	-1.06485211	-0.301365974	-0.178224274	0.028565894	0.431585473	0.423195964	0.100654997
C06914	-0.40454133	0.076128451	-0.387505644	-0.097600872	0.129057475	0.180678842	-0.018891478	-0.059908763	0.805723488	-0.470735323	-0.775573629	-0.416678117	0.052540907	0.111190075	-0.824660604	-1.053271151	0.205921345	-0.003819442	-0.360396007	0.248044446
C06917	-0.306211595	-0.253915757	-0.369947632	-0.782856657	-0.612887661	-0.44435662	1.087525712	-0.93132239	-0.783191345	0.180542544	0.707837198	0.599206478	1.081304216	0.493765883	0.126071374	-0.277049858	0.298797798	-0.948390929	0.480714327	-0.44051358
C06935	-1.808694339	-0.89349854	-0.360936132	0.234648314	0.165587013	-0.26326731	1.537758921	-0.186789322	-0.252281189	0.183157334	-0.193145061	-1.362579422	1.773221206	-0.83469725	-0.921579846	-0.678520974	0.12901248	0.397990877	0.048115836	1.012484061
C06947	0.117423596	-0.539707508	-0.959883195	0.12505372	-0.195181296	0.162356477	0.611618976	-0.573739227	0.581276342	-0.170282711	0.575699446	0.641204991	-1.327834069	0.188454423	0.047554408	-0.289465159	0.144511821	-0.667562572	-0.328020827	-0.219748689
C06956	-0.865127019	-0.180572159	-0.880348986	-0.247927091	-0.958593426	-0.452561714	1.094953026	-1.042379007	-0.119052429	-1.043185017	0.9331332	1.094706124	1.889079694	-0.00855144	-0.580804495	-0.333231194	0.205603472	-0.782856584	0.351143426	-0.357479156
C06961	0.561913218	0.515931505	0.443893027	0.529121321	0.4725966	0.582749007	-0.406280592	-0.758261577	0.565779967	0.298608739	0.447744269	0.526604816	1.811179555	0.11322862	-0.108316009	-0.352790196	-0.137737271	-0.576022551	0.334969123	0.020915967
C06963	-0.554121052	-1.096466159	0.237904309	0.38547728	1.063016751	-0.327307978	-0.497369871	0.700697856	-1.480590727	-0.777535185	0.19573694	0.415664435	2.278943546	-0.261346316	-0.231051056	-0.903199163	-0.714457	-0.813420878	0.617075	-0.557967839
C06979	0.715509248	-0.079548752	0.61123284	1.405793119	-0.048956176	0.327736053	1.056975321	-0.237207603	-0.048078452	-0.119666497	-1.483389989	-0.373851458	-1.746075991	-0.054813349	-0.7878037	1.640148858	-0.024802048	1.296375141	-0.130279055	0.524099523
C06999	0.031753351	0.423472228	0.025440675	-1.157903957	-0.582925751	-0.604099772	1.33925218	-1.003513596	-3.11360912	0.554934165	0.285657762	0.334308528	-0.61973265	-0.515835405	-0.456447831	0.549511489	1.001607453	0.165582213	-0.683663319	1.370328488
C07005	-0.192554958	-0.159330153	-0.371588274	-0.166634381	-0.21473704	0.113831901	0.557760971	-0.66552885	-0.353367147	-0.099125268	0.175935755	-0.143479191	-0.464578702	-0.009407314	-0.021925242	0.21726464	0.415110773	0.203613547	-0.085430493	-0.223290495
C07010	0.509915012	0.642513085	-0.238529814	0.115047132	0.218764808	0.178962106	-0.414995359	0.026071883	-0.373192199	0.063880703	0.255416927	-0.059232995	0.863088955	-0.308433423	0.47185912	-0.190576611	0.000195877	-0.732260719	-0.130911428	-0.759541712
C07014	-2.204357156	0.505107958	0.472716817	0.554641148	0.475095006	0.548982245	0.312602947	0.483242461	0.56201717	-1.373905812	0.85095276	0.946707815	2.335842049	0.157082923	-0.300218425	-0.489200965	-0.061955658	-0.161433999	0.42691175	0.116125563
C07023	0.467003801	-0.063228098	0.422323826	0.170268608	0.10876998	0.347090926	-0.463085413	0.015566904	0.291145557	0.105132992	-0.114453086	0.275389625	-0.316903448	0.032325666	0.235264243	0.634791241	-0.208980245	0.55414359	0.201286664	-0.139517895
C07041	0.623479345	0.117731594	0.418701107	1.220246738	0.375121628	0.832073335	0.210756845	0.260918411	-0.096188906	-0.163590594	1.693030249	-0.773090154	0.704601877	1.104383265	-1.004318578	-0.249395511	-0.120411983	-1.628675417	0.99004826	-0.493987453
