	X1004V4	X1055V4	X1075V6	X1107V4	C132V8	C161V8	C220V8	C532V8	K003V4	K014V2	Z002	Z003	Z007	Z008	Z010	Z011	Z015	Z017	Z018	Z020
C16537	-0.279078499	-0.365262775	-0.375917229	0.047641806	-0.040428145	-1.23155318	-0.191980269	0.293798968	-3.636047605	0.847913649	0.002066183	0.408033833	-1.050457792	-1.774600095	-0.538272778	-0.5604276	0.295985024	1.535977947	-0.633379645	0.438300782
C16546	-0.520781856	-0.18859929	-0.252460271	-0.588675028	-0.260308544	0.016426827	0.840387766	-0.697539878	-0.392633188	-0.0338677	0.931644228	0.339300578	1.953532835	0.219516063	-0.074614119	-0.267851036	0.06100035	-0.537461503	0.449711398	0.06869236
C16547	-0.701253912	0.127986967	0.065717426	-1.656787722	-0.152606602	-0.605677917	1.224422335	-2.409776317	-0.856206161	-0.257117842	1.389609389	0.504953164	2.915784469	0.326056814	-0.113222135	-0.401818529	0.089316011	-0.804477657	0.669850044	0.100803909
C16562	0.054264806	-0.507025146	-0.364942087	-0.136821715	0.224460485	0.281565929	0.436544398	-0.481216392	-0.088650007	-0.543208295	-0.175906937	-0.018088289	-0.15076062	-0.253178773	-0.06613951	-0.012335201	0.124060189	0.284498159	-0.245335618	-0.08200759
C16568	-0.447272368	-0.903823858	-0.263772628	-0.556766693	-0.041428793	-0.468109624	1.239485955	-0.325875504	-0.075982316	-0.201235042	0.873612983	0.854094195	1.350448	0.736465649	-0.471872319	-1.046408365	-0.149614533	-0.707353167	0.255934806	-0.317647457
C16667	0.074951499	-0.426325311	0.102681068	0.502855039	0.065317021	-0.907706786	0.181369265	0.082735594	-0.005388135	0.291618553	0.1035409	-0.191192517	0.682895325	0.009154114	-0.495974544	-0.476777741	-0.534508815	-0.393236668	-0.500220079	0.635693707
C16752	-0.899942885	-0.530728472	-0.853977993	-0.672398227	-0.656533237	-0.800055861	1.340886361	0.672319982	-0.499076662	0.34500925	0.166501922	-0.341139297	1.320812024	0.663391908	-0.751297492	-1.682608823	-0.08096901	0.096829432	-1.764136471	0.835446665
C16787	0.659101082	0.669332765	0.599622433	0.655743411	0.635093556	0.713650631	-0.419967663	0.645441613	0.678769819	0.526496035	0.742880468	0.821631902	2.101893458	-0.205980081	0.19279661	-0.069670986	0.321075653	-0.138046417	0.543297716	-0.030118841
C17079	2.430421842	-0.481589216	0.061953498	1.340388087	-1.757270178	-0.684197779	0.393197691	-0.548077118	0.580030034	-0.567099086	0.854712356	-0.749815329	-0.483399548	-1.47007666	-0.894796026	-1.300879624	-0.736506749	0.937957565	0.27934777	-0.862027685
C17221	1.689720127	-0.590385295	0.783430922	0.932997124	-0.174923758	-0.60423725	-0.976374087	0.520808012	0.194301508	-0.209005561	0.648973469	0.55251687	2.075190448	-0.22992002	0.008266974	-1.000222733	-0.013131686	-0.438211753	0.514416776	-0.50549392
C17241	-0.657805429	0.308212142	0.105802582	0.950789554	-1.056385791	-0.235934941	0.196760959	0.301901939	0.142684052	0.001797147	-0.643979384	0.142219711	-0.442716091	-0.020366304	0.18344372	0.388674524	-0.868309601	0.020612711	-0.403830739	-0.066144656
C17333	0.122617733	-0.033383744	0.256218569	0.158870706	0.036445738	0.14077023	-0.068745417	0.195482324	-0.090343779	0.123229242	-0.479416306	-0.110097152	-0.44105161	0.10194942	-0.082260913	0.327237142	-0.148020121	0.45425406	0.111490341	-0.069854459
C17470	1.193418588	1.261646478	-0.328596469	1.043049994	1.221469732	1.278919952	-0.686780282	0.617199789	1.089833272	-0.588303489	-0.064106088	-0.126424433	0.067872096	-0.03685656	0.272401685	0.051936778	0.167907269	0.336569785	0.044618271	0.121989216
C17497	-0.092997778	-0.19950485	-0.021745046	0.211066707	-0.036059105	-0.288764809	-0.302328002	-0.130285429	-0.159786655	0.759393485	-0.843777104	-0.508762306	-0.522986268	0.138862474	0.199053491	0.490016747	-0.597715223	0.552024376	-0.059546698	0.07918009
C17867	-0.026096974	-0.056830289	0.246709725	-0.052951654	-0.009286132	-0.164562037	0.165667407	0.300041313	-0.227246456	-0.134179775	0.206083063	0.386341351	0.528591211	0.492083803	0.137882555	-0.403994443	-0.001591203	-2.382124615	-0.344382486	0.085029442
C18218	0.07341591	-0.211820123	0.13044268	0.159643486	0.123958655	-0.084098334	-0.13312232	0.147610219	-0.058347893	0.067735003	-0.00376594	0.096298769	-0.263196711	-0.441686511	-0.136951081	-0.1424119	0.068680479	0.374319423	-0.160393436	0.103759094
C21480	0.115430361	0.408729631	0.28233475	-0.635409325	0.239022279	0.671608939	-0.353874203	0.326288615	0.183510767	-0.015679939	-0.327844487	-0.133491257	-0.499940515	0.023662762	-0.243672135	0.296678065	-0.246512263	0.08307589	-0.304070674	0.084567112
C21484	0.421083068	0.570803798	0.390264317	-0.399842302	0.417493508	0.771731905	-1.757343893	0.438731839	0.49627209	-0.022577811	-0.240817064	-0.037341705	-0.354747515	0.023323849	-0.057811385	0.308130153	-0.137147201	0.324664697	0.05928666	-0.138281636
C21516	-0.842357095	-0.11000998	-0.139844954	-0.321397892	-0.507948048	-0.415896558	0.65215362	0.42673454	-0.413968943	0.300111702	-0.202025331	0.118729779	-0.312614342	-0.107981554	-0.063451475	0.067531836	0.068996554	0.330747048	-0.086416764	0.000533314
C21730	0.379739656	0.3852003	0.313600645	0.383903822	0.354309924	0.426095764	-0.67065665	0.357737077	0.40243061	0.284330753	0.870091866	0.103330096	0.850569342	0.274804966	-0.446271997	-0.377108846	-0.00988756	-0.198241043	0.647739423	-0.142072404
HMDB0000024	0.728404847	-0.961772541	-0.152273258	0.606390246	0.230357007	0.668711791	-1.379516517	0.256187539	0.539765245	-0.084846964	0.44440056	-0.779725733	-0.778116249	-0.465891059	-0.720436949	-0.298233422	0.667606672	0.878452961	0.3280579	-0.369471537
HMDB0000140	0.434398925	-0.079934446	0.474538525	0.983354409	-0.063390999	0.426556902	0.083573597	1.030930533	1.015941541	0.579002545	0.264125678	1.344953033	1.374453376	-0.026656725	-0.906878757	-1.012248223	0.838357163	0.017263426	-0.491777629	0.792871001
HMDB0000386	0.211551557	-0.267352883	0.358430378	-0.224948375	0.907073661	0.558550817	0.720226872	-0.210516219	-0.808266027	0.559440642	1.293390756	0.411708135	2.073942374	-0.194524925	-0.284578886	-1.648133966	-0.086253679	-1.372653113	-0.297947484	-0.050777204
HMDB0000545	-0.518644922	0.049450995	-0.310861885	0.252067188	-0.777615505	-0.740170325	-0.225405677	0.294618871	0.776144791	0.37514907	0.97467289	0.730735628	0.849055155	0.094318758	0.181087889	0.079101145	-0.549148412	-0.176486856	0.537242446	-0.903332481
HMDB0000560	0.134711733	-0.068234612	0.638712861	-0.058236965	0.197673096	0.964859394	-0.857008311	0.476560126	0.025288939	-0.35077884	0.571332773	0.337669472	-0.457644956	-0.536675983	-0.486957484	-0.419536551	1.043128746	0.470094246	-0.297581593	0.406877354
HMDB0000564	0.618033791	0.568083399	0.506573032	-0.184127756	0.590521754	0.75638001	-1.234076455	0.546275729	0.43884792	0.142945684	-0.55672633	-0.447854599	-0.984252455	-0.0982184	-0.265077259	0.581426636	-0.321674166	0.602057163	-0.06448495	-0.270333574
HMDB0000569	0.302054424	0.385086852	0.994020143	0.104861445	0.384718794	0.211213137	0.20250495	-0.01563583	0.30440761	0.35538621	0.900433363	0.488982463	2.006025545	0.337228324	0.032270731	-0.204193596	-0.234005171	-0.349679208	0.227918467	-0.929201373
HMDB0000572	-0.074178868	0.292539886	0.27266608	-0.364326877	-0.068705238	0.42238684	-0.617899237	0.272535659	1.050053884	0.000970359	0.511520245	0.952484544	1.134261381	0.056494458	-0.126350016	-0.012868335	0.094599119	-0.587536238	0.280117033	-0.306778129
HMDB0000593	0.1085126	0.29525162	0.20742424	-0.330013247	0.254518732	0.566232086	-0.139456207	0.177052001	0.046770659	-0.027619108	-0.065245208	0.370355116	-0.245111056	0.014361153	-0.181799652	-0.151065276	0.376088155	0.414362874	-0.297850353	0.444027472
HMDB0000594	-0.203845708	1.206947376	-0.724367168	-0.037203975	0.004476697	1.398524236	0.444446752	-0.311958203	-0.404829999	0.118282338	0.012152349	0.087898281	0.975187982	-0.201400334	-0.340227897	-0.925883774	1.003809585	0.984202292	0.120976874	0.838880685
HMDB0000674	0.69792717	0.552024085	-0.24313278	1.369417426	0.654654999	0.826419909	0.070251953	0.01317405	0.213195594	-0.435073623	-0.146545823	0.158046885	-1.238090315	0.17756702	-0.075520032	0.827068678	0.109549161	0.167746867	0.746863683	-0.362101965
HMDB0000682	0.109899108	-0.748734757	0.125491517	0.394773626	-0.392543123	0.148385151	1.132580383	0.096102163	1.984419286	-0.025358171	0.280361562	-0.153666596	-0.668542508	-0.362977412	1.090107435	-0.443554609	-0.445161268	-0.53441056	-0.577729861	0.118090409
HMDB0000705	-1.426519349	0.448004654	-1.247051702	0.233858486	-0.478406682	-0.435550915	0.056920858	-0.740587285	-0.35838048	0.655948453	-0.828588732	-0.265051325	0.299313797	0.306536363	-0.068430013	0.450730976	-1.905292944	0.604009295	0.996469111	-0.224705811
HMDB0000706	-0.615431222	-0.505498822	-0.466900712	-0.703217838	-0.547410415	-0.757577728	1.466998778	-0.589543376	-0.577325789	0.589694345	0.703183249	-1.304694171	-0.207806591	-0.893538707	-0.918164726	-1.022874428	-1.074503241	0.657166164	-0.011709728	0.0433008
HMDB0000709	-0.921003079	0.523308181	-0.392961892	-1.405871188	-1.349039906	-0.806613288	-0.077552653	-0.309291386	0.604999927	0.076242049	0.398564214	-0.062903974	0.190332468	0.679136759	0.859715736	0.30650863	-1.247784716	0.830532675	-1.530262359	-1.025400702
HMDB0000726	0.485571594	-1.147740612	-0.006636059	0.44782559	-0.52420326	-0.846751325	1.003468527	-0.545503606	-0.724333618	-0.390961177	0.06768412	0.459694776	0.823645418	0.210384072	-1.205548156	0.120130348	0.008024958	0.406415455	-2.099803815	0.85168333
HMDB0000789	-0.138585416	0.077286109	-0.162570239	-0.039072289	-0.491364917	-0.793488002	1.142946596	-0.566635989	0.444645501	0.112242432	0.679697437	0.710711496	1.215355004	-0.020941578	-0.262636924	-0.563208752	-0.128244559	-0.968831357	0.252201615	-0.046284805
HMDB0000793	-1.862320354	0.353810199	-1.524370817	0.061520991	-1.39927365	-2.231072328	0.780522666	-1.409685373	0.372164692	0.506896939	0.250369607	-2.110696014	-4.271052086	-0.542992607	-2.031082727	-1.171911691	-0.298239768	0.709451344	-0.499585619	0.195344328
HMDB0000843	-0.469145601	0.113945357	-0.412586198	-0.56234414	-0.326059614	0.053933089	1.235792992	-0.618579253	0.448975595	-0.672343473	0.973739449	0.886362706	0.577830305	0.711957431	-0.524727717	-1.481508176	-1.27982718	-0.416451613	0.640594535	-0.882504427
HMDB0000888	-0.717731336	-0.26609998	0.429538516	-0.383275176	-0.588371882	-0.357606284	-1.235592118	-0.216802116	-0.36527229	1.236268775	0.004955434	0.368643906	-0.937954257	-1.586681327	-0.479110349	-0.498957874	0.268264328	1.379119158	-0.564312385	0.395758722
HMDB0000912	-0.481365832	0.335938898	-0.718997188	-0.332915536	-0.705428429	-0.113065959	0.884391264	-0.41709154	0.237869288	-0.345435024	0.392641358	0.557726509	1.969619055	0.054536978	0.212487949	-0.403585354	-0.362802739	-0.407150309	-0.329394134	0.022574943
HMDB0001004	0.512999818	-0.100808529	-0.608157257	0.661856252	0.14849947	0.340657109	0.501564376	-0.696702845	0.525366198	0.03263162	-0.312854134	-0.071778144	-0.442729012	0.049136281	-0.011515794	0.34520264	-0.161223642	0.282354317	-0.121969263	-0.049457661
HMDB0001045	-0.534018466	-1.193152868	-0.240350228	-1.233633977	-0.063369043	0.504796447	1.048242204	0.250874804	-1.210695064	0.15379856	0.980253241	1.407994454	1.973527205	0.146658331	-0.555572092	-0.272703534	0.03891101	-0.2777161	0.155391684	-0.316710644
HMDB0001054	-0.381077119	-0.295277119	-0.284872453	-0.117687586	-0.699094146	-0.117740286	0.646453826	-0.290677375	-0.126896425	-0.07920433	0.101597051	-0.188277778	-0.416968768	-0.016413701	-0.018685439	0.261978279	0.257972922	0.182225112	-0.042093683	-0.097831835
HMDB0001410	0.326180689	-0.031609367	0.166886543	-0.461833719	-0.328333412	-0.387963896	0.70876382	0.459928977	-1.189570442	0.522723405	-0.70974592	0.123326251	-1.522272287	-0.554900465	-0.080474249	0.800920067	-0.380854032	0.219748526	-0.540033074	0.085023069
HMDB0001454	-0.234847378	-0.389011361	-0.927670201	0.724997676	-0.123515548	0.562695382	-0.756040863	0.644701563	0.576612163	0.153631308	-1.827001797	-0.45427468	-0.716350225	-0.337996841	-0.11805292	-0.470850168	0.145637125	-0.658138774	-0.46349626	-0.224559941
HMDB0001513	0.084143708	-0.144737915	-0.026904409	0.597907973	-0.199488136	-0.076257213	0.344283203	-0.851429275	-0.136157734	-0.307215523	0.460390761	0.344937696	-0.302936777	-0.0201831	0.671762492	-0.061912932	-0.070991571	0.070253333	-0.204186724	-0.455942609
HMDB0001904	-0.36701437	-0.18441076	-0.399266393	0.016250361	-0.5784298	-0.804062346	0.872868633	-0.791345027	0.074749793	0.104904728	0.213072256	0.032420026	1.096130811	-0.161874385	-0.253815289	-0.307411301	-0.258908868	0.0904252	-0.033465438	-0.17325555
HMDB0001984	0.125146852	-0.008531962	0.445929042	0.257706562	0.405840393	0.373599543	-0.188074634	0.28527121	0.176429983	0.323904594	0.839499488	0.780545526	1.584932171	0.115964453	-0.130056913	-0.634059529	0.378230866	-0.067951019	0.30958215	-0.133244775
HMDB0002012	-0.176700333	-0.105276895	-0.015891067	-0.063240764	0.584799441	-0.132185885	0.121910429	-0.141757697	-0.108766306	-0.13768149	-0.194106208	-0.027318312	-0.312368995	-0.006779563	0.011834066	0.222860948	-0.049003973	0.214394121	-0.047425196	-0.026693955
HMDB0002044	0.136164526	-0.095325748	0.162308867	0.203539381	0.013224147	-0.219402908	0.012894582	0.133261131	-0.033513068	0.262457558	0.163596525	-0.14535621	0.586645138	-0.074459123	0.232282913	0.072422627	0.12352512	-0.31414957	-0.099154829	0.085873292
HMDB0002060	-2.765131629	-0.415415396	-0.577254716	0.47989815	-2.077662254	-2.574963613	0.951269694	-0.459041083	0.636251218	-0.030620763	0.718347961	0.628134692	0.963780643	1.302198154	-0.015946095	0.495741916	-0.597060463	-1.052874777	-0.848882178	-1.07122191
HMDB0002061	-1.193776716	-0.860881076	-0.720151328	-0.113699988	-1.829834205	-1.090270822	1.128885257	-0.088954907	0.225555544	0.028158477	1.303177128	1.304814226	1.246332877	0.068626084	-0.403830663	-0.945703952	-0.124612868	-0.587536011	-0.087153322	-0.286613801
HMDB0002062	-1.301467676	-0.189026741	-0.460124439	-0.11056415	-1.15092654	-0.472968969	1.73190379	-1.124805487	-0.468484235	0.581942708	-1.57611648	-0.579592387	0.35717922	-0.054865298	0.658344733	-0.640623855	-0.351128963	-0.749326797	-0.44630682	0.483648142
HMDB0002067	0.115480447	0.03951725	-0.175928758	-0.443369057	-0.639236057	-0.07250851	0.605638863	0.034572734	-0.097588633	0.110721297	0.44320216	0.629736685	0.657371612	0.50271341	0.242577398	0.251423374	-0.33263182	-0.437937096	-0.371460711	-0.901727866
HMDB0002082	-0.820027879	-0.255002448	1.250477843	-0.356513154	-0.072792163	0.014469299	3.72786634	-0.114498956	0.114427241	0.483573398	1.751988729	-0.253612592	-1.559581347	0.203674909	-0.37459889	0.602533935	0.562642283	1.265266019	0.152461246	-0.869615246
HMDB0002157	0.312936732	-0.107375138	0.078923896	0.346862201	0.291147202	-0.246919003	-0.308974951	0.19626697	0.246902725	0.104017397	-0.821303825	-1.291909484	-0.939386682	-0.305536861	-0.276544754	0.822890768	-0.181039012	0.606802357	0.172263981	0.077223188
HMDB0002160	-1.151117139	-0.034533594	-0.42732198	-1.333985664	-1.129539503	-1.527841561	1.371658107	-0.019456924	0.171178582	-0.179634532	1.024213465	0.910911951	2.079025307	0.393243721	0.139724352	-0.566179719	1.001778978	-1.281072432	0.314852359	0.388748378
HMDB0002171	-0.079073592	-0.726497794	-0.771366048	-0.858868231	-0.545236294	-1.828158671	1.287605701	-0.622827952	-0.673922422	0.537901582	0.382956743	0.791100039	1.470835947	0.356233249	-0.197697934	-0.190778016	-0.093741179	-1.750103159	0.344709647	-0.197748597
HMDB0002220	-0.752956355	0.005816086	-1.269119272	-0.209033257	-0.245832854	-5.802385203	0.012528628	0.389792864	-0.102315922	0.894778007	0.170542832	0.206965101	1.173107631	0.494257438	-0.570009608	-0.081032095	-0.330158337	-1.835715547	-1.78604702	-0.158816528
HMDB0002250	-0.290001768	0.24006667	0.470677183	0.177039088	0.472649215	-0.592390302	-2.01645039	-0.352992817	0.500255687	0.809610035	-0.769026904	-0.244070479	0.281656994	0.288385088	-0.060910283	0.422707828	-1.772017631	0.565492384	0.931083558	-0.206487106
HMDB0002277	0.002680204	0.044830444	-0.033698823	0.256483383	0.117364857	-0.015088542	-0.16222665	0.119947493	-0.109932342	0.120043122	0.079004397	0.704491289	0.992271168	0.035826311	-0.114879916	-0.452494248	-0.056228319	-0.353774266	-0.067008096	0.014070568
HMDB0002318	-0.678803779	-1.015262005	0.030373253	-1.912508038	-1.234234943	0.206971825	1.184758428	-0.557230249	-1.183243495	-0.737055376	0.930457249	1.608031897	2.812231423	0.507530751	-0.103905018	-0.315437636	0.679636539	-0.83783298	0.356479678	-1.257345112
HMDB0002327	0.107810358	-0.098089318	0.040785194	0.079091983	0.026800987	-0.026908903	-0.107968434	0.072092323	-0.023333745	0.047667249	-0.005290439	0.107447373	-0.297577908	-0.498673301	-0.155343372	-0.161495801	0.076331258	0.420679126	-0.181754689	0.115852555
HMDB0002337	0.096952967	0.14487868	0.176170646	-0.326329627	0.146895134	0.275477874	-0.129429338	0.047466564	0.115906906	0.12204951	-0.003191979	0.096409503	-0.261421782	-0.439085311	-0.13576057	-0.141196112	0.068919064	0.373143137	-0.15909442	0.103835301
HMDB0002361	0.301561569	-0.316585497	0.168455372	-0.187594682	0.512067649	-0.574481449	-1.15559363	0.174030082	-2.128696075	0.361252882	-0.00033293	0.312194809	-0.81060177	-1.368071205	-0.416304285	-0.433359822	0.225935815	1.180524644	-0.489520793	0.335495338
HMDB0002379	-0.511611985	-0.393875897	-0.139175996	-0.773761792	-1.263569523	0.387042338	1.108472578	-1.687173273	-0.4682633	-0.21976845	0.678576629	0.709568741	1.213855066	-0.021566488	-0.263090769	-0.563449857	-0.128793523	-0.968785376	0.251383381	-0.04689178
HMDB0002429	-0.40486087	-0.28451676	-0.058490652	-0.069073733	-0.144262469	-0.274769849	-0.094649861	-1.524250475	-0.035466777	1.048911491	0.526335192	1.269873836	1.376884383	0.431154124	-0.286263456	-0.302546472	-0.082738155	-0.332295673	0.457470718	-0.745004216
HMDB0002430	-0.346484647	-0.052699477	-1.06889386	-0.342474162	-0.375858847	0.121879373	1.038003909	-0.950961577	-0.313543242	-1.192552351	0.777022163	0.689135388	1.441911556	0.553792764	-0.104771263	-0.41332834	-0.425412676	-0.358848185	0.633535767	-0.668777993
HMDB0002472	-1.644133919	-1.916129135	-0.675881464	-0.316304416	-1.180585375	-0.288071979	1.214430304	-1.391567984	-1.161655793	-0.850492457	0.655166698	1.571829292	1.703755946	0.537823869	-0.346635686	-0.366710011	-0.09572199	-0.403385945	0.570267966	-0.912188668
HMDB0002486	-0.309983584	-0.590731046	-0.415819854	-0.513210838	-0.129937522	-0.359607598	0.955818432	-0.205910584	-0.371826746	0.096085326	-0.129338773	-0.005501012	-0.452165253	-0.078680682	0.094366127	0.08432258	0.230615252	0.323218037	-0.019240804	-0.290702326
HMDB0002511	0.302746372	0.113703758	0.079849655	0.070987306	0.12267601	-0.140207018	0.203070881	-0.05922939	-0.122368402	-0.047465707	-0.314819119	-0.269077942	-0.28340864	0.115170027	-0.018002004	0.30587699	-0.097533272	0.302551908	-0.048093989	-0.114966878
HMDB0002577	-0.50514365	0.04186743	-0.265787047	-0.839411412	-0.374494949	0.295021764	1.405623461	0.094141994	-1.380548269	-0.003842537	0.624165137	0.553263558	1.160556511	0.444077554	-0.08721091	-0.336135552	-0.345884443	-0.292184355	0.508409244	-0.542216431
HMDB0002581	-0.161799753	-0.780415754	0.28438727	-0.176399306	-0.491889002	-0.450475561	0.910296403	0.708204259	-0.378921337	-0.142152889	-0.521473779	0.436943749	0.424045239	0.180568536	0.465849822	2.27967131	-0.672754804	-0.006848911	-1.29452233	0.23550657
HMDB0002639	0.423284482	0.417646528	0.365687331	0.446944815	0.384477846	0.464497716	-0.372570185	0.378632121	0.461147966	0.361931672	0.087787301	0.090027716	0.614920311	-0.474828833	0.376778342	-0.25372088	0.012059124	0.267837214	-0.016016163	-0.258195227
HMDB0002640	-0.771651149	-0.676001886	-0.71212048	-0.4282433	-0.555941354	-0.449914164	1.26640415	-0.774459021	0.050217788	-0.673431056	0.138766739	0.14219975	0.946496991	-0.72333459	0.581590089	-0.384529047	0.02272783	0.414658701	-0.020292154	-0.391385134
HMDB0002759	-1.394233303	-0.63464812	-0.21717826	-0.49797401	-0.171588198	-1.166510598	1.275567788	-1.041729634	-0.924215014	0.439191177	1.534129895	1.15246524	1.337588175	0.156726328	0.292485456	0.13291683	-0.850043496	-0.266976594	0.849725483	-1.404200488
HMDB0002815	-0.062772255	0.496691267	0.198125843	-0.348528006	0.09160717	0.635138191	-0.513029012	0.253632694	0.846158719	-0.01222723	-0.091824849	0.540180702	-0.352789334	0.023674756	-0.260931831	-0.216339806	0.548498673	0.604030852	-0.429307936	0.647070742
HMDB0003152	1.130731039	-0.939692321	0.928934578	-0.080861948	-0.950107773	0.077315145	0.444118943	-0.254679223	-0.270089278	0.102977699	1.141461159	-1.027136258	0.385601081	1.856195092	-0.102010159	1.473063866	-2.189628649	-0.518483488	0.44763226	-0.483607424
HMDB0003288	0.532941192	-0.017410061	0.9324128	0.397508057	0.758138785	0.384860229	-0.646091067	0.6453558	0.194154802	0.131058259	-0.372157606	-0.51518512	-2.283074279	0.048143459	-0.097871931	0.347109958	0.073302113	0.335368707	-0.602091518	-0.30709838
HMDB0003323	-1.397060035	-0.278266623	-0.715911263	-0.436093513	-0.483060858	-0.75713954	1.475570821	-0.676327844	-0.329364692	-1.235755459	1.162445135	0.664904948	1.623931696	0.151238606	0.087044079	-0.033024854	0.378774657	-1.301229595	1.086720337	-0.349352723
HMDB0003556	0.343136486	0.195580104	0.46179766	0.291935063	0.5172487	0.515315541	-0.901702151	0.334103804	0.530183421	0.248568381	-2.422335077	-1.908769157	-1.476622517	-0.841978174	0.315315556	-0.091005251	0.66167215	0.007529413	-0.669883085	1.010631843
HMDB0003603	0.040145695	0.476014946	0.080595494	-0.618530611	-0.256194796	0.639683799	-0.186314288	-0.276181315	0.417971381	0.095635111	0.073774459	0.117731509	0.463072317	-0.690167298	-0.076687943	0.176888217	0.27543443	0.141079143	-0.704791588	-0.077888957
HMDB0003689	-0.453624278	0.091223657	-0.221356567	0.036166815	-0.329549567	-0.11122938	0.504982142	-0.420668491	-0.138688827	-0.395108273	-0.028995199	0.23070211	-0.1360902	-0.042952167	-0.297034021	0.082777512	0.238624369	0.153615035	0.029706363	0.115393269
HMDB0004135	-0.498543284	-0.407145076	-0.313449766	-0.672192382	-0.286341948	-0.193015297	0.646187814	-0.573655507	-0.53065205	0.147123684	0.10838832	-0.153260923	-0.067141559	-0.092368156	0.00014335	0.322853751	0.296542063	0.158033359	0.046032276	-0.265587491
HMDB0004832	0.202243262	0.291490901	-0.923395836	-0.966165491	-0.417758299	1.405616611	0.373895926	-1.13724515	1.181356264	-1.222216222	0.319997086	1.610133916	1.645347205	-0.027097281	-1.077780229	-1.203555195	1.005432359	0.025328295	-0.582291976	0.951137497
HMDB0004833	0.042186953	0.190201334	0.215906223	-0.948826256	-0.259470098	0.504000326	0.327109261	0.219210029	-0.010730643	-0.197062467	0.156980739	0.810054636	0.827879783	-0.018720215	-0.550581325	-0.61424926	0.503951598	0.007817881	-0.299762624	0.47646726
HMDB0004834	0.373296672	0.287096465	0.305286786	-1.185849066	-0.570907017	0.044352185	-0.239386556	1.253569107	1.067894228	-0.807414289	0.267657517	1.367281391	1.397294776	-0.028181842	-0.9237117	-1.030913628	0.851875387	0.016502113	-0.501391603	0.805598182
HMDB0004835	0.114422661	0.097010628	-0.283508859	-0.077890499	-0.55434125	-1.389549115	-0.623912892	1.419396722	0.822683976	-0.65634867	0.302596851	1.519063747	1.552266271	-0.024677588	-1.015363997	-1.133956908	0.948892112	0.024754362	-0.548169322	0.897697618
HMDB0004836	-0.051975722	-0.437837013	-0.845377879	-1.168357752	-0.772939436	-0.427917297	0.173706837	0.811408989	-0.635010419	0.27733123	0.336805629	1.69927888	1.736466536	-0.029749902	-1.139343379	-1.272170396	1.060672434	0.025615114	-0.616073697	1.003333324
HMDB0004837	-0.572381545	-0.366330092	-1.806456139	-0.568960535	-0.325030844	-0.357829434	0.929456357	-0.491653683	-0.445499906	-0.660936037	0.28016242	1.409485634	1.44030964	-0.023667156	-0.943384054	-1.053481359	0.880159217	0.022223651	-0.509657668	0.832632127
HMDB0004838	-0.201951306	-0.890954384	-0.548936447	-0.188789552	-0.867292825	-0.270309259	0.498619817	0.228454978	-0.325002466	0.421048908	0.242691691	1.213994189	1.240505141	-0.018624487	-0.809649862	-0.904341786	0.758733849	0.020845043	-0.436612704	0.717856994
HMDB0004840	0.195315084	-0.148174789	0.26323067	-0.116354093	-1.943835242	-1.266416891	-0.909527678	1.105134109	0.857598552	-0.083955398	0.251206738	1.259027091	1.286534769	-0.019934091	-0.840699481	-0.938951517	0.786650423	0.021019368	-0.453637322	0.744236731
HMDB0004844	0.911399598	1.26928632	0.402998883	-1.023085805	-0.155659252	0.63845637	-0.618212808	0.718429822	1.175318557	-1.135655349	0.384505628	-0.690221069	-3.048146054	-1.362059689	0.655305376	-0.026357464	0.078879873	0.276404171	-1.10504569	-0.571591584
HMDB0004866	0.078510814	0.326756383	0.028840784	-0.218011087	0.232008128	0.201320621	0.100039715	0.121324803	-0.070285925	-0.038457289	0.036450421	0.349502451	0.084009205	-0.006010803	-0.169284901	-0.201999524	0.242947532	0.069449106	-0.228676777	0.363314876
HMDB0004879	-0.176772061	0.594911739	0.487571572	-1.01978526	-0.31886093	0.290146539	0.051245316	0.534763546	0.563358052	-0.515478112	0.184576178	0.949728102	0.970612332	-0.021277896	-0.644414962	-0.719009342	0.59109284	0.009814566	-0.350551722	0.558891745
HMDB0004881	1.103575973	-0.382740371	-0.687822248	1.1168588	0.065333532	0.975379551	-1.390566837	-0.028619251	1.384876397	-0.452973411	0.283195539	1.439346569	1.470902818	-0.027851709	-0.969417088	-1.082129828	0.897445654	0.019129264	-0.525387245	0.848789528
HMDB0004889	-1.023101713	-1.061518476	-0.247739949	-1.173874409	-1.23420706	-0.167487752	0.237123123	-1.350834271	-0.959178443	0.529674998	1.182645098	0.992502855	1.971511504	0.304681559	-0.016459773	0.059635108	-0.373607016	-0.607107258	0.636378597	-0.171997326
HMDB0004890	0.05608855	0.306131653	0.040683472	-0.361355561	-0.522137405	0.871878951	0.345427496	0.209436669	-0.045494936	-0.291858449	0.760181985	0.637519749	1.269085841	0.193800883	-0.013369889	0.035719516	-0.243768349	-0.39440117	0.40778122	-0.113708375
HMDB0004897	1.8717538	-0.79780238	-0.520419455	1.047418992	-0.068957483	0.986769079	-1.234298513	-0.224094312	1.568821678	0.216586375	0.098586537	0.610997861	0.446528008	-0.432000078	-1.026283942	0.37822999	0.202710405	-0.412822707	-0.834094006	0.278200791
HMDB0004969	-0.061929888	0.209062767	0.060744357	-0.888383901	-0.434082381	0.507641875	0.090519482	0.122933923	0.244955926	-0.249794234	0.169679171	0.878733281	0.898086366	-0.021082523	-0.598533725	-0.66765915	0.546391693	0.007730367	-0.326215337	0.51655145
